time	S7_D14_HbO	S7_D13_HbO	S7_D12_HbO	S7_D11_HbO	S6_D22_HbO	S6_D12_HbO	S6_D11_HbO	S6_D10_HbO	S6_D9_HbO	S5_D21_HbO	S5_D10_HbO	S5_D9_HbO	S5_D8_HbO	S5_D7_HbO	S4_D20_HbO	S4_D8_HbO	S4_D7_HbO	S4_D6_HbO	S4_D5_HbO	S8_D23_HbO	S8_D16_HbO	S8_D15_HbO	S8_D9_HbO	S3_D19_HbO	S3_D4_HbO	S3_D3_HbO	S2_D18_HbO	S2_D3_HbO	S2_D2_HbO	S1_D17_HbO	S1_D2_HbO	S1_D1_HbO	S7_D14_HbR	S7_D13_HbR	S7_D12_HbR	S7_D11_HbR	S6_D22_HbR	S6_D12_HbR	S6_D11_HbR	S6_D10_HbR	S6_D9_HbR	S5_D21_HbR	S5_D10_HbR	S5_D9_HbR	S5_D8_HbR	S5_D7_HbR	S4_D20_HbR	S4_D8_HbR	S4_D7_HbR	S4_D6_HbR	S4_D5_HbR	S8_D23_HbR	S8_D16_HbR	S8_D15_HbR	S8_D9_HbR	S3_D19_HbR	S3_D4_HbR	S3_D3_HbR	S2_D18_HbR	S2_D3_HbR	S2_D2_HbR	S1_D17_HbR	S1_D2_HbR	S1_D1_HbR	S7_D14_HbT	S7_D13_HbT	S7_D12_HbT	S7_D11_HbT	S6_D22_HbT	S6_D12_HbT	S6_D11_HbT	S6_D10_HbT	S6_D9_HbT	S5_D21_HbT	S5_D10_HbT	S5_D9_HbT	S5_D8_HbT	S5_D7_HbT	S4_D20_HbT	S4_D8_HbT	S4_D7_HbT	S4_D6_HbT	S4_D5_HbT	S8_D23_HbT	S8_D16_HbT	S8_D15_HbT	S8_D9_HbT	S3_D19_HbT	S3_D4_HbT	S3_D3_HbT	S2_D18_HbT	S2_D3_HbT	S2_D2_HbT	S1_D17_HbT	S1_D2_HbT	S1_D1_HbT	
  -2.0000000e+00	   3.0173601e-01	  -4.2636144e-02	   1.1283180e-01	  -4.2119468e-02	   5.2365442e-16	   1.8483858e-01	  -4.9004135e-01	  -4.5629637e-01	   1.3174778e-01	  -5.8740765e-16	  -3.4086928e-01	  -3.5457303e-01	   1.6947339e-01	  -3.2162943e-01	  -7.1738414e-16	  -1.3121334e-01	  -7.4822858e-02	   1.1014221e-02	   3.6806749e-02	  -8.7446122e-15	  -1.9999465e-01	  -2.2235418e-01	  -2.2310544e-15	  -1.3948497e-16	   1.9927138e-02	   5.6398153e-03	   4.5912000e-16	   1.2443002e-03	  -2.3614915e-02	   2.3142401e-16	  -7.2714640e-03	   3.2343049e-02	  -3.9528329e-01	   4.8401706e-02	  -1.6901172e-01	   2.7595673e-02	  -3.3366909e-16	   1.0277973e-01	   5.8502434e-01	   5.9936825e-01	  -1.7805723e-01	   6.2886331e-16	   2.4670308e-01	   4.1387533e-01	  -2.1885036e-01	   5.5075828e-01	   2.7914243e-16	   1.8949337e-01	   1.1140405e-01	  -1.6456117e-03	  -4.4917814e-02	   2.8224096e-15	   2.4317210e-01	   2.7627082e-01	   1.1307659e-15	   3.3101040e-17	  -6.4240912e-03	  -8.0725028e-04	  -7.5813655e-16	   8.6767434e-03	   3.1643107e-04	  -2.6008795e-16	   4.9071632e-03	   6.8682818e-03	  -9.3547281e-02	   5.7655616e-03	  -5.6179928e-02	  -1.4523795e-02	   1.8998532e-16	   2.8761831e-01	   9.4982984e-02	   1.4307188e-01	  -4.6309454e-02	   4.1455667e-17	  -9.4166201e-02	   5.9302299e-02	  -4.9376969e-02	   2.2912885e-01	  -4.3824171e-16	   5.8280028e-02	   3.6581189e-02	   9.3686090e-03	  -8.1110651e-03	  -5.9222026e-15	   4.3177457e-02	   5.3916645e-02	  -1.1002886e-15	  -1.0638393e-16	   1.3503047e-02	   4.8325650e-03	  -2.9901655e-16	   9.9210436e-03	  -2.3298484e-02	  -2.8663943e-17	  -2.3643008e-03	   3.9211331e-02	
  -1.9500000e+00	   2.8129340e-01	  -4.9941364e-02	   1.3502202e-01	  -3.6220425e-02	   4.9677508e-16	   1.6363322e-01	  -4.6441403e-01	  -4.3337822e-01	   1.4003153e-01	  -5.4403077e-16	  -3.2129870e-01	  -3.6110569e-01	   1.4939205e-01	  -2.9189570e-01	  -6.7475581e-16	  -1.2504102e-01	  -7.5846566e-02	   1.8752254e-02	   3.7411218e-02	  -8.8815040e-15	  -1.9638140e-01	  -1.8841357e-01	  -2.3371981e-15	  -1.3942064e-16	   1.9210785e-02	   6.0588535e-03	   3.4874370e-16	   1.5490929e-03	  -2.3286787e-02	   2.3139756e-16	  -8.1105860e-03	   3.2010117e-02	  -3.7169823e-01	   5.8130417e-02	  -1.9702315e-01	   1.7879678e-02	  -3.2339603e-16	   1.0437454e-01	   5.7045067e-01	   5.6951517e-01	  -1.8924541e-01	   5.8097354e-16	   2.1985170e-01	   4.2443611e-01	  -1.8843360e-01	   5.2031456e-01	   2.6920125e-16	   1.8129879e-01	   1.1147599e-01	  -1.1314878e-02	  -4.6360017e-02	   2.7980075e-15	   2.3775686e-01	   2.2910443e-01	   1.2220961e-15	   3.3533532e-17	  -5.9409841e-03	  -6.4954771e-04	  -5.3671387e-16	   7.4612562e-03	   7.3517298e-05	  -2.5716373e-16	   5.6363273e-03	   6.6630470e-03	  -9.0404833e-02	   8.1890535e-03	  -6.2001124e-02	  -1.8340747e-02	   1.7337905e-16	   2.6800777e-01	   1.0603664e-01	   1.3613694e-01	  -4.9213884e-02	   3.6942766e-17	  -1.0144700e-01	   6.3330422e-02	  -3.9041551e-02	   2.2841885e-01	  -4.0555456e-16	   5.6257775e-02	   3.5629425e-02	   7.4373761e-03	  -8.9487994e-03	  -6.0834964e-15	   4.1375457e-02	   4.0690859e-02	  -1.1151020e-15	  -1.0588710e-16	   1.3269801e-02	   5.4093058e-03	  -1.8797017e-16	   9.0103491e-03	  -2.3213270e-02	  -2.5766173e-17	  -2.4742588e-03	   3.8673164e-02	
  -1.9000000e+00	   2.5931391e-01	  -5.7593393e-02	   1.5533511e-01	  -3.0073546e-02	   4.6729175e-16	   1.3885807e-01	  -4.3583368e-01	  -4.0583051e-01	   1.4836435e-01	  -4.9981180e-16	  -2.9864580e-01	  -3.6525902e-01	   1.2494527e-01	  -2.5691662e-01	  -6.2832057e-16	  -1.1970968e-01	  -7.6676464e-02	   2.4078921e-02	   3.7639231e-02	  -8.9844048e-15	  -1.8996875e-01	  -1.5485010e-01	  -2.4157394e-15	  -1.3908328e-16	   1.8463628e-02	   6.4597193e-03	   2.5680352e-16	   1.7908329e-03	  -2.2811298e-02	   2.3073160e-16	  -8.8311891e-03	   3.1361484e-02	  -3.4593741e-01	   6.8359133e-02	  -2.2243548e-01	   8.3727784e-03	  -3.1150203e-16	   1.0761748e-01	   5.5202817e-01	   5.3370903e-01	  -2.0028945e-01	   5.3223062e-16	   1.9133020e-01	   4.3194969e-01	  -1.5270508e-01	   4.8114381e-01	   2.5673873e-16	   1.7392604e-01	   1.1093762e-01	  -1.8013118e-02	  -4.7302852e-02	   2.7668336e-15	   2.2868429e-01	   1.8275294e-01	   1.2899025e-15	   3.3778212e-17	  -5.4107401e-03	  -4.6061930e-04	  -3.3223245e-16	   6.3171733e-03	  -9.9395292e-05	  -2.5356006e-16	   6.3111149e-03	   6.4312011e-03	  -8.6623505e-02	   1.0765740e-02	  -6.7100370e-02	  -2.1700768e-02	   1.5578973e-16	   2.4647555e-01	   1.1619449e-01	   1.2787851e-01	  -5.1925098e-02	   3.2418824e-17	  -1.0731560e-01	   6.6690667e-02	  -2.7759811e-02	   2.2422719e-01	  -3.7158184e-16	   5.4216359e-02	   3.4261158e-02	   6.0658021e-03	  -9.6636210e-03	  -6.2175712e-15	   3.8715536e-02	   2.7902838e-02	  -1.1258369e-15	  -1.0530506e-16	   1.3052888e-02	   5.9991000e-03	  -7.5428935e-17	   8.1080062e-03	  -2.2910694e-02	  -2.2828454e-17	  -2.5200742e-03	   3.7792685e-02	
  -1.8500000e+00	   2.3579814e-01	  -6.5405129e-02	   1.7333253e-01	  -2.3783777e-02	   4.3538003e-16	   1.1088208e-01	  -4.0457906e-01	  -3.7393863e-01	   1.5653775e-01	  -4.5502386e-16	  -2.7353303e-01	  -3.6687706e-01	   9.6932055e-02	  -2.1729688e-01	  -5.7853633e-16	  -1.1512773e-01	  -7.7528865e-02	   2.7110122e-02	   3.7425799e-02	  -9.0449995e-15	  -1.8086988e-01	  -1.2208042e-01	  -2.4652605e-15	  -1.3822190e-16	   1.7682425e-02	   6.8335937e-03	   1.8238345e-16	   1.9745204e-03	  -2.2180288e-02	   2.2925827e-16	  -9.4256738e-03	   3.0420103e-02	  -3.1798702e-01	   7.8834565e-02	  -2.4468891e-01	  -7.5517956e-04	  -2.9810563e-16	   1.1230639e-01	   5.2986072e-01	   4.9231135e-01	  -2.1089731e-01	   4.8298776e-16	   1.6196873e-01	   4.3618341e-01	  -1.1267323e-01	   4.3378835e-01	   2.4194140e-16	   1.6727342e-01	   1.1011344e-01	  -2.1893555e-02	  -4.7654249e-02	   2.7269921e-15	   2.1615823e-01	   1.3778595e-01	   1.3344618e-15	   3.3773969e-17	  -4.8345703e-03	  -2.4377088e-04	  -1.4570952e-16	   5.2482654e-03	  -2.0889887e-04	  -2.4912216e-16	   6.9197638e-03	   6.1726715e-03	  -8.2188883e-02	   1.3429436e-02	  -7.1356377e-02	  -2.4538957e-02	   1.3727441e-16	   2.2318847e-01	   1.2528166e-01	   1.1837273e-01	  -5.4359558e-02	   2.7963893e-17	  -1.1156430e-01	   6.9306347e-02	  -1.5741176e-02	   2.1649147e-01	  -3.3659492e-16	   5.2145687e-02	   3.2584579e-02	   5.2165673e-03	  -1.0228450e-02	  -6.3180074e-15	   3.5288354e-02	   1.5705527e-02	  -1.1307987e-15	  -1.0444793e-16	   1.2847854e-02	   6.5898229e-03	   3.6673936e-17	   7.2227858e-03	  -2.2389187e-02	  -1.9863885e-17	  -2.5059100e-03	   3.6592774e-02	
  -1.8000000e+00	   2.1081850e-01	  -7.3153621e-02	   1.8864492e-01	  -1.7436640e-02	   4.0125233e-16	   8.0202626e-02	  -3.7093373e-01	  -3.3809168e-01	   1.6432625e-01	  -4.0994271e-16	  -2.4667048e-01	  -3.6579564e-01	   6.6280383e-02	  -1.7381993e-01	  -5.2580434e-16	  -1.1116026e-01	  -7.8577438e-02	   2.8019718e-02	   3.6720247e-02	  -9.0557910e-15	  -1.6924717e-01	  -9.0510253e-02	  -2.4851572e-15	  -1.3659312e-16	   1.6863201e-02	   7.1708059e-03	   1.2393241e-16	   2.1062713e-03	  -2.1387314e-02	   2.2679651e-16	  -9.8876098e-03	   2.9212451e-02	  -2.8792819e-01	   8.9257182e-02	  -2.6331683e-01	  -9.3761045e-03	  -2.8330154e-16	   1.1811408e-01	   5.0403278e-01	   4.4581599e-01	  -2.2076219e-01	   4.3359177e-16	   1.3263553e-01	   4.3690181e-01	  -6.9503252e-02	   3.7905305e-01	   2.2505429e-16	   1.6118871e-01	   1.0928343e-01	  -2.3181494e-02	  -4.7340739e-02	   2.6767477e-15	   2.0045204e-01	   9.4754862e-02	   1.3566621e-15	   3.3466518e-17	  -4.2148764e-03	  -3.3444541e-06	   2.2378928e-17	   4.2563399e-03	  -2.6230792e-04	  -2.4368657e-16	   7.4514991e-03	   5.8881047e-03	  -7.7109690e-02	   1.6103561e-02	  -7.4671908e-02	  -2.6812745e-02	   1.1795079e-16	   1.9831670e-01	   1.3309905e-01	   1.0772431e-01	  -5.6435938e-02	   2.3649061e-17	  -1.1403496e-01	   7.1106173e-02	  -3.2228697e-03	   2.0523312e-01	  -3.0075006e-16	   5.0028445e-02	   3.0705993e-02	   4.8382241e-03	  -1.0620493e-02	  -6.3790433e-15	   3.1204869e-02	   4.2446087e-03	  -1.1284950e-15	  -1.0312661e-16	   1.2648325e-02	   7.1674614e-03	   1.4631134e-16	   6.3626113e-03	  -2.1649622e-02	  -1.6890061e-17	  -2.4361108e-03	   3.5100556e-02	
  -1.7500000e+00	   1.8452428e-01	  -8.0592160e-02	   2.0098374e-01	  -1.1106348e-02	   3.6516506e-16	   4.7401351e-02	  -3.3518789e-01	  -2.9875726e-01	   1.7149457e-01	  -3.6483848e-16	  -2.1881841e-01	  -3.6185166e-01	   3.4017710e-02	  -1.2743525e-01	  -4.7049216e-16	  -1.0763677e-01	  -7.9932289e-02	   2.7020311e-02	   3.5486537e-02	  -9.0103059e-15	  -1.5530510e-01	  -6.0516411e-02	  -2.4755316e-15	  -1.3399127e-16	   1.6001169e-02	   7.4608714e-03	   7.9513977e-17	   2.1928180e-03	  -2.0428273e-02	   2.2315696e-16	  -1.0211893e-02	   2.7767430e-02	  -2.5594412e-01	   9.9297450e-02	  -2.7796288e-01	  -1.7392903e-02	  -2.6716103e-16	   1.2463814e-01	   4.7461970e-01	   3.9481623e-01	  -2.2957325e-01	   3.8437297e-16	   1.0419278e-01	   4.3387513e-01	  -2.4486152e-02	   3.1799513e-01	   2.0636981e-16	   1.5547863e-01	   1.0865487e-01	  -2.2150367e-02	  -4.6308320e-02	   2.6145884e-15	   1.8189592e-01	   5.4172709e-02	   1.3578497e-15	   3.2816651e-17	  -3.5551435e-03	   2.5556900e-04	   1.7193330e-16	   3.3415330e-03	  -2.6758688e-04	  -2.3708757e-16	   7.8967083e-03	   5.5787205e-03	  -7.1419844e-02	   1.8705291e-02	  -7.6979134e-02	  -2.8499251e-02	   9.8004025e-17	   1.7203949e-01	   1.3943180e-01	   9.6058974e-02	  -5.8078682e-02	   1.9534494e-17	  -1.1462564e-01	   7.2023469e-02	   9.5315577e-03	   1.9055987e-01	  -2.6412235e-16	   4.7841858e-02	   2.8722577e-02	   4.8699442e-03	  -1.0821783e-02	  -6.3957175e-15	   2.6590818e-02	  -6.3437023e-03	  -1.1176819e-15	  -1.0117462e-16	   1.2446026e-02	   7.7164404e-03	   2.5144728e-16	   5.5343511e-03	  -2.0695860e-02	  -1.3930602e-17	  -2.3151852e-03	   3.3346150e-02	
  -1.7000000e+00	   1.5713951e-01	  -8.7463789e-02	   2.1014272e-01	  -4.8670430e-03	   3.2741492e-16	   1.3105426e-02	  -2.9764438e-01	  -2.5645687e-01	   1.7780107e-01	  -3.1996937e-16	  -1.9074722e-01	  -3.5489335e-01	   1.2378999e-03	  -7.9233924e-02	  -4.1296644e-16	  -1.0436359e-01	  -8.1633597e-02	   2.4353695e-02	   3.3700592e-02	  -8.9033139e-15	  -1.3928392e-01	  -3.2430899e-02	  -2.4370485e-15	  -1.3027583e-16	   1.5090808e-02	   7.6928882e-03	   4.7088783e-17	   2.2407567e-03	  -1.9302027e-02	   2.1815072e-16	  -1.0394920e-02	   2.6115162e-02	  -2.2231762e-01	   1.0861360e-01	  -2.8838335e-01	  -2.4724217e-02	  -2.4973071e-16	   1.3144619e-01	   4.4170527e-01	   3.3997297e-01	  -2.3702141e-01	   3.3563761e-16	   7.7456284e-02	   4.2688971e-01	   2.0998085e-02	   2.5189871e-01	   1.8622079e-16	   1.4992399e-01	   1.0835240e-01	  -1.9109997e-02	  -4.4519377e-02	   2.5392887e-15	   1.6086649e-01	   1.6495457e-02	   1.3396418e-15	   3.1807318e-17	  -2.8597587e-03	   5.2737199e-04	   3.0301845e-16	   2.5028098e-03	  -2.3334826e-04	  -2.2916598e-16	   8.2469950e-03	   5.2461247e-03	  -6.5178113e-02	   2.1149807e-02	  -7.8240629e-02	  -2.9591260e-02	   7.7684212e-17	   1.4455161e-01	   1.4406089e-01	   8.3516103e-02	  -5.9220342e-02	   1.5668245e-17	  -1.1329093e-01	   7.1996357e-02	   2.2235985e-02	   1.7266479e-01	  -2.2674566e-16	   4.5560394e-02	   2.6718808e-02	   5.2436979e-03	  -1.0818785e-02	  -6.3640252e-15	   2.1582562e-02	  -1.5935441e-02	  -1.0974067e-15	  -9.8468508e-17	   1.2231049e-02	   8.2202602e-03	   3.5010724e-16	   4.7435664e-03	  -1.9535375e-02	  -1.1015265e-17	  -2.1479250e-03	   3.1361287e-02	
  -1.6500000e+00	   1.2895170e-01	  -9.3514688e-02	   2.1598738e-01	   1.1931302e-03	   2.8833295e-16	  -2.2040293e-02	  -2.5862822e-01	  -2.1174987e-01	   1.8299787e-01	  -2.7557752e-16	  -1.6319799e-01	  -3.4478923e-01	  -3.0932333e-02	  -3.0409585e-02	  -3.5363100e-16	  -1.0113942e-01	  -8.3657141e-02	   2.0290246e-02	   3.1347707e-02	  -8.7310038e-15	  -1.2145486e-01	  -6.5298390e-03	  -2.3707869e-15	  -1.2539129e-16	   1.4126211e-02	   7.8561953e-03	   2.4758135e-17	   2.2558999e-03	  -1.8010915e-02	   2.1160099e-16	  -1.0434797e-02	   2.4285877e-02	  -1.8741598e-01	   1.1686885e-01	  -2.9443334e-01	  -3.1286218e-02	  -2.3103293e-16	   1.3811370e-01	   4.0540599e-01	   2.8199419e-01	  -2.4280028e-01	   2.8766330e-16	   5.3162025e-02	   4.1575892e-01	   6.5519356e-02	   1.8223295e-01	   1.6497626e-16	   1.4429855e-01	   1.0842266e-01	  -1.4406060e-02	  -4.1949606e-02	   2.4499595e-15	   1.3777876e-01	  -1.7893164e-02	   1.3037461e-15	   3.0447735e-17	  -2.1339606e-03	   8.0605212e-04	   4.1568679e-16	   1.7384212e-03	  -1.6881916e-04	  -2.1977972e-16	   8.4951620e-03	   4.8921283e-03	  -5.8464272e-02	   2.3354161e-02	  -7.8445953e-02	  -3.0093088e-02	   5.7300018e-17	   1.1607340e-01	   1.4677777e-01	   7.0244322e-02	  -5.9802418e-02	   1.2085776e-17	  -1.1003597e-01	   7.0969686e-02	   3.4587023e-02	   1.5182336e-01	  -1.8865474e-16	   4.3159125e-02	   2.4765524e-02	   5.8841858e-03	  -1.0601900e-02	  -6.2810443e-15	   1.6323892e-02	  -2.4423003e-02	  -1.0670409e-15	  -9.4943556e-17	   1.1992251e-02	   8.6622474e-03	   4.4044492e-16	   3.9943210e-03	  -1.8179734e-02	  -8.1787301e-18	  -1.9396348e-03	   2.9178005e-02	
  -1.6000000e+00	   1.0029169e-01	  -9.8506175e-02	   2.1843820e-01	   6.9596382e-03	   2.4827958e-16	  -5.7390687e-02	  -2.1849781e-01	  -1.6522761e-01	   1.8683128e-01	  -2.3188757e-16	  -1.3684424e-01	  -3.3143923e-01	  -6.1368844e-02	   1.7789457e-02	  -2.9295747e-16	  -9.7771533e-02	  -8.5925044e-02	   1.5129660e-02	   2.8423036e-02	  -8.4910911e-15	  -1.0211755e-01	   1.6970514e-02	  -2.2781122e-15	  -1.1937600e-16	   1.3101710e-02	   7.9411700e-03	   1.0918299e-17	   2.2429562e-03	  -1.6561074e-02	   2.0335576e-16	  -1.0331598e-02	   2.2309013e-02	  -1.5166388e-01	   1.2374677e-01	  -2.9604419e-01	  -3.6976953e-02	  -2.1106970e-16	   1.4425378e-01	   3.6589917e-01	   2.2162829e-01	  -2.4660664e-01	   2.4069778e-16	   3.1937862e-02	   4.0033843e-01	   1.0763953e-01	   1.1060076e-01	   1.4303547e-16	   1.3838865e-01	   1.0884473e-01	  -8.4209793e-03	  -3.8588789e-02	   2.3460787e-15	   1.1308048e-01	  -4.8689195e-02	   1.2518307e-15	   2.8773640e-17	  -1.3840161e-03	   1.0851347e-03	   5.0988723e-16	   1.0461629e-03	  -8.3685039e-05	  -2.0881431e-16	   8.6352463e-03	   4.5186086e-03	  -5.1372192e-02	   2.5240592e-02	  -7.7605993e-02	  -3.0017315e-02	   3.7209876e-17	   8.6863089e-02	   1.4740137e-01	   5.6400679e-02	  -5.9775359e-02	   8.8102104e-18	  -1.0490638e-01	   6.8899202e-02	   4.6270690e-02	   1.2839022e-01	  -1.4992200e-16	   4.0617118e-02	   2.2919686e-02	   6.7086811e-03	  -1.0165753e-02	  -6.1450124e-15	   1.0962928e-02	  -3.1718680e-02	  -1.0262814e-15	  -9.0602360e-17	   1.1717694e-02	   9.0263047e-03	   5.2080553e-16	   3.2891191e-03	  -1.6644759e-02	  -5.4585439e-18	  -1.6963519e-03	   2.6827622e-02	
  -1.5500000e+00	   7.1509474e-02	  -1.0222440e-01	   2.1745572e-01	   1.2285627e-02	   2.0763715e-16	  -9.2305564e-02	  -1.7765355e-01	  -1.1751416e-01	   1.8904715e-01	  -1.8910676e-16	  -1.1225347e-01	  -3.1479194e-01	  -8.8991462e-02	   6.4110081e-02	  -2.3150044e-16	  -9.4089878e-02	  -8.8317777e-02	   9.1953409e-03	   2.4935874e-02	  -8.1828357e-15	  -8.1598791e-02	   3.7911489e-02	  -2.1605838e-15	  -1.1235881e-16	   1.2012649e-02	   7.9400093e-03	   4.3321209e-18	   2.2055499e-03	  -1.4962511e-02	   1.9329927e-16	  -1.0087598e-02	   2.0212618e-02	  -1.1551155e-01	   1.2896370e-01	  -2.9320344e-01	  -4.1667911e-02	  -1.8982908e-16	   1.4953280e-01	   3.2344765e-01	   1.5966631e-01	  -2.4814611e-01	   1.9495982e-16	   1.4274558e-02	   3.8054987e-01	   1.4596278e-01	   3.8685379e-02	   1.2081704e-16	   1.3200996e-01	   1.0954169e-01	  -1.5664699e-03	  -3.4446396e-02	   2.2274945e-15	   8.7247036e-02	  -7.5668493e-02	   1.1854592e-15	   2.6843968e-17	  -6.1753393e-04	   1.3576331e-03	   5.8544589e-16	   4.2347256e-04	   1.2206907e-05	  -1.9619185e-16	   8.6626597e-03	   4.1274154e-03	  -4.4002081e-02	   2.6739296e-02	  -7.5747726e-02	  -2.9382284e-02	   1.7808066e-17	   5.7227232e-02	   1.4579410e-01	   4.2152152e-02	  -5.9098962e-02	   5.8530624e-18	  -9.7978911e-02	   6.5757934e-02	   5.6971319e-02	   1.0279546e-01	  -1.1068340e-16	   3.7920078e-02	   2.1223912e-02	   7.6288710e-03	  -9.5105220e-03	  -5.9553412e-15	   5.6482454e-03	  -3.7757004e-02	  -9.7512466e-16	  -8.5514844e-17	   1.1395115e-02	   9.2976424e-03	   5.8977801e-16	   2.6290225e-03	  -1.4950304e-02	  -2.8925865e-18	  -1.4249384e-03	   2.4340034e-02	
